Number,Name,Country,Region,Type,Activity Evidence,Last Known Eruption,Latitude,Longitude,Elevation (Meters),Tectonic Setting
225060,Bayuda Volcanic Field,Sudan,Africa and Red Sea,Pyroclastic cone ,Eruption Dated,850 CE,18.33,32.75,670,Intraplate / Continental Crust (>25 km)
230010,Sharat Kovakab,Syria,Middle East and Indian Ocean,Volcanic field,Evidence Credible,Unknown,36.53,40.85,534,Rift Zone / Continental Crust (>25 km)
230020,Unnamed,Syria,Middle East and Indian Ocean,Volcanic field,Eruption Observed,1222 CE,36.67,37,0,Rift Zone / Continental Crust (>25 km)
231001,Harrat Ash Shamah,Syria-Jordan-Saudi Arabia,Middle East and Indian Ocean,Volcanic field,Eruption Observed,1850 CE,32.333,37.583,1100,Intraplate / Continental Crust (>25 km)
231010,"Rahah, Harrat ar",Saudi Arabia,Middle East and Indian Ocean,Volcanic field,Evidence Credible,Unknown,27.8,36.17,1950,Intraplate / Continental Crust (>25 km)
231020,"Uwayrid, Harrat",Saudi Arabia,Middle East and Indian Ocean,Volcanic field,Eruption Dated,640 CE,27.08,37.25,1920,Intraplate / Continental Crust (>25 km)
231040,"Lunayyir, Harrat",Saudi Arabia,Middle East and Indian Ocean,Volcanic field,Eruption Observed,1000 CE,25.17,37.75,1370,Intraplate / Continental Crust (>25 km)
231050,"Ithnayn, Harrat",Saudi Arabia,Middle East and Indian Ocean,Volcanic field,Evidence Credible,Unknown,26.58,40.2,1625,Intraplate / Continental Crust (>25 km)
231060,"Khaybar, Harrat",Saudi Arabia,Middle East and Indian Ocean,Volcanic field,Eruption Observed,650 CE,25,39.92,2093,Intraplate / Continental Crust (>25 km)
231070,"Rahat, Harrat",Saudi Arabia,Middle East and Indian Ocean,Volcanic field,Eruption Observed,1256 CE,23.08,39.78,1744,Intraplate / Continental Crust (>25 km)
231071,"Kishb, Harrat",Saudi Arabia,Middle East and Indian Ocean,Volcanic field,Evidence Credible,Unknown,22.8,41.38,1475,Intraplate / Continental Crust (>25 km)
231072,"Birk, Harrat al",Saudi Arabia,Middle East and Indian Ocean,Volcanic field,Evidence Credible,Unknown,18.37,41.63,587,Intraplate / Continental Crust (>25 km)
231080,"Yar, Jabal",Saudi Arabia,Middle East and Indian Ocean,Volcanic field,Eruption Observed,1810 CE,17.05,42.83,305,Intraplate / Continental Crust (>25 km)
231090,"Arhab, Harra of",Yemen,Middle East and Indian Ocean,Volcanic field,Eruption Observed,500 CE,15.63,44.08,3100,Intraplate / Continental Crust (>25 km)
231100,"Marha, Jabal el-",Yemen,Middle East and Indian Ocean,Tuff cone,Evidence Uncertain,Unknown,15.245,44.236,2506,Intraplate / Continental Crust (>25 km)
231110,"Haylan, Jabal",Yemen,Middle East and Indian Ocean,Volcanic field,Eruption Dated,1200 BCE,15.4,45.1,1550,Intraplate / Continental Crust (>25 km)
231120,"Dhamar, Harras of",Yemen,Middle East and Indian Ocean,Volcanic field,Eruption Observed,1937 CE,14.57,44.67,3500,Intraplate / Continental Crust (>25 km)
231160,"Sawad, Harra Es-",Yemen,Middle East and Indian Ocean,Volcanic field,Eruption Observed,1253 CE,13.58,46.12,1737,Intraplate / Continental Crust (>25 km)
231170,"Bal Haf, Harra of",Yemen,Middle East and Indian Ocean,Volcanic field,Evidence Credible,Unknown,14.067,48.3,604,Intraplate / Continental Crust (>25 km)
231180,Bir Borhut,Yemen,Middle East and Indian Ocean,Volcanic field,Evidence Uncertain,Unknown,15.55,50.63,0,Intraplate / Continental Crust (>25 km)
232001,Sahand,Iran,Middle East and Indian Ocean,Stratovolcano,Evidence Credible,Unknown,37.75,46.43,3707,Intraplate / Continental Crust (>25 km)
232002,Sabalan,Iran,Middle East and Indian Ocean,Stratovolcano,Evidence Credible,Unknown,38.268,47.835,4784,Intraplate / Continental Crust (>25 km)
232010,Damavand,Iran,Middle East and Indian Ocean,Stratovolcano,Eruption Dated,5350 BCE,35.951,52.109,5670,Intraplate / Continental Crust (>25 km)
232020,Qal'eh Hasan Ali,Iran,Middle East and Indian Ocean,Maar ,Evidence Uncertain,Unknown,29.4,57.57,0,Intraplate / Continental Crust (>25 km)
232030,Bazman,Iran,Middle East and Indian Ocean,Stratovolcano,Unrest / Holocene,Unknown,28.07,60,3490,Intraplate / Continental Crust (>25 km)
232040,Kuh-e Nader,Iran,Middle East and Indian Ocean,Volcanic field,Evidence Uncertain,Unknown,28.17,60.67,1500,Intraplate / Continental Crust (>25 km)
232050,Taftan,Iran,Middle East and Indian Ocean,Stratovolcano,Evidence Credible,Unknown,28.6,61.13,3940,Intraplate / Continental Crust (>25 km)
233001,"Grille, La",Comoros,Middle East and Indian Ocean,Shield,Evidence Credible,Unknown,-11.47,43.33,1087,Intraplate / Oceanic Crust (< 15 km)
233005,Mayotte Island,France,Middle East and Indian Ocean,Shield,Eruption Dated,2050 BCE,-12.83,45.17,660,Intraplate / Oceanic Crust (< 15 km)
233010,Karthala,Comoros,Middle East and Indian Ocean,Shield,Eruption Observed,2007 CE,-11.75,43.38,2361,Intraplate / Oceanic Crust (< 15 km)
233011,Ambre-Bobaomby,Madagascar,Middle East and Indian Ocean,Volcanic field,Evidence Credible,Unknown,-12.6,49.15,1475,Intraplate / Continental Crust (>25 km)
233012,Nosy-Be,Madagascar,Middle East and Indian Ocean,Pyroclastic cone ,Evidence Credible,Unknown,-13.32,48.48,214,Intraplate / Continental Crust (>25 km)
233013,Ankaizina Field,Madagascar,Middle East and Indian Ocean,Pyroclastic cone ,Evidence Credible,Unknown,-14.3,48.67,2878,Intraplate / Continental Crust (>25 km)
233014,Itasy Volcanic Field,Madagascar,Middle East and Indian Ocean,Pyroclastic cone ,Eruption Dated,6050 BCE,-19,46.77,1800,Intraplate / Continental Crust (>25 km)
233015,Ankaratra Field,Madagascar,Middle East and Indian Ocean,Pyroclastic cone ,Evidence Credible,Unknown,-19.4,47.2,2644,Intraplate / Continental Crust (>25 km)
233020,"Fournaise, Piton de la",France,Middle East and Indian Ocean,Shield,Eruption Observed,2016 CE,-21.244,55.708,2632,Intraplate / Oceanic Crust (< 15 km)
234000,Boomerang Seamount,France,Middle East and Indian Ocean,Submarine,Eruption Dated,1995 CE,-37.721,77.825,-650,Rift Zone / Oceanic Crust (< 15 km)
234001,Amsterdam Island,France,Middle East and Indian Ocean,Stratovolcano,Evidence Credible,Unknown,-37.83,77.52,881,Rift Zone / Oceanic Crust (< 15 km)
234002,St. Paul,France,Middle East and Indian Ocean,Stratovolcano,Eruption Observed,1793 CE,-38.72,77.53,268,Rift Zone / Oceanic Crust (< 15 km)
234010,Heard,Australia,Middle East and Indian Ocean,Stratovolcano,Eruption Observed,2016 CE,-53.106,73.513,2745,Intraplate / Oceanic Crust (< 15 km)
234011,McDonald Islands,Australia,Middle East and Indian Ocean,Complex,Eruption Observed,2005 CE,-53.03,72.6,230,Intraplate / Oceanic Crust (< 15 km)
234020,Kerguelen Islands,France,Middle East and Indian Ocean,Stratovolcano  ,Evidence Uncertain,Unknown,-49.58,69.5,1840,Intraplate / Oceanic Crust (< 15 km)
234030,"Est, Ile de l'",France,Middle East and Indian Ocean,Stratovolcano,Evidence Uncertain,Unknown,-46.43,52.2,1090,Rift Zone / Oceanic Crust (< 15 km)
234040,"Possession, Ile de la",France,Middle East and Indian Ocean,Stratovolcano,Evidence Credible,Unknown,-46.42,51.75,934,Rift Zone / Oceanic Crust (< 15 km)
234050,"Cochons, Ile aux",France,Middle East and Indian Ocean,Stratovolcano,Evidence Credible,Unknown,-46.1,50.23,775,Rift Zone / Oceanic Crust (< 15 km)
234060,Prince Edward Island,South Africa,Middle East and Indian Ocean,Shield,Evidence Credible,Unknown,-46.63,37.95,672,Rift Zone / Oceanic Crust (< 15 km)
234070,Marion Island,South Africa,Middle East and Indian Ocean,Shield ,Eruption Observed,2004 CE,-46.9,37.75,1230,Rift Zone / Oceanic Crust (< 15 km)
241010,Kaikohe-Bay of Islands,New Zealand,New Zealand to Fiji,Volcanic field,Eruption Dated,400 CE,-35.3,173.9,388,Subduction Zone / Continental Crust (>25 km)
241011,Whangarei,New Zealand,New Zealand to Fiji,Pyroclastic cone ,Evidence Uncertain,Unknown,-35.75,174.27,397,Subduction Zone / Continental Crust (>25 km)
241020,Auckland Field,New Zealand,New Zealand to Fiji,Volcanic field,Eruption Dated,1350 CE,-36.9,174.87,260,Subduction Zone / Continental Crust (>25 km)
241021,Mayor Island,New Zealand,New Zealand to Fiji,Shield,Eruption Dated,5060 BCE,-37.28,176.25,355,Subduction Zone / Continental Crust (>25 km)
241030,Taranaki [Egmont],New Zealand,New Zealand to Fiji,Stratovolcano,Eruption Observed,1854 CE,-39.3,174.07,2518,Subduction Zone / Continental Crust (>25 km)
241040,White Island,New Zealand,New Zealand to Fiji,Stratovolcano  ,Eruption Observed,2016 CE,-37.52,177.18,321,Subduction Zone / Continental Crust (>25 km)
241050,Okataina,New Zealand,New Zealand to Fiji,Lava dome ,Eruption Observed,1981 CE,-38.12,176.5,1111,Subduction Zone / Continental Crust (>25 km)
241060,Reporoa,New Zealand,New Zealand to Fiji,Caldera,Eruption Dated,1180 CE,-38.42,176.33,592,Subduction Zone / Continental Crust (>25 km)
241061,Maroa,New Zealand,New Zealand to Fiji,Caldera ,Eruption Dated,180 CE,-38.42,176.08,897,Subduction Zone / Continental Crust (>25 km)
241070,Taupo,New Zealand,New Zealand to Fiji,Caldera,Eruption Dated,260 CE,-38.82,176,760,Subduction Zone / Continental Crust (>25 km)
241080,Tongariro,New Zealand,New Zealand to Fiji,Stratovolcano  ,Eruption Observed,2012 CE,-39.157,175.632,1978,Subduction Zone / Continental Crust (>25 km)
241100,Ruapehu,New Zealand,New Zealand to Fiji,Stratovolcano,Eruption Observed,2007 CE,-39.28,175.57,2797,Subduction Zone / Continental Crust (>25 km)
241101,Clark,New Zealand,New Zealand to Fiji,Submarine,Unrest / Holocene,Unknown,-36.446,177.839,-860,Subduction Zone / Oceanic Crust (< 15 km)
241102,Tangaroa,New Zealand,New Zealand to Fiji,Submarine,Unrest / Holocene,Unknown,-36.321,178.028,-600,Subduction Zone / Oceanic Crust (< 15 km)
241110,Rumble V,New Zealand,New Zealand to Fiji,Submarine,Unrest / Holocene,Unknown,-36.142,178.196,-400,Subduction Zone / Oceanic Crust (< 15 km)
241120,Rumble IV,New Zealand,New Zealand to Fiji,Submarine,Unrest / Holocene,Unknown,-36.13,178.05,-500,Subduction Zone / Oceanic Crust (< 15 km)
241130,Rumble III,New Zealand,New Zealand to Fiji,Submarine,Eruption Observed,2008 CE,-35.745,178.478,-220,Subduction Zone / Oceanic Crust (< 15 km)
241131,Rumble II West,New Zealand,New Zealand to Fiji,Submarine,Unrest / Holocene,Unknown,-35.353,178.527,-1200,Subduction Zone / Oceanic Crust (< 15 km)
241140,Healy,New Zealand,New Zealand to Fiji,Submarine,Eruption Dated,1360 CE,-35.004,178.973,-980,Subduction Zone / Oceanic Crust (< 15 km)
241150,Brothers,New Zealand,New Zealand to Fiji,Submarine,Unrest / Holocene,Unknown,-34.875,179.075,-1350,Subduction Zone / Oceanic Crust (< 15 km)
241815,Moutohora Island,New Zealand,New Zealand to Fiji,Complex,Unrest / Pleistocene,Unknown,-37.858,176.98,354,Subduction Zone / Continental Crust (>25 km)
241816,Rotorua,New Zealand,New Zealand to Fiji,Caldera,Unrest / Pleistocene,Unknown,-38.08,176.27,757,Subduction Zone / Continental Crust (>25 km)
242001,Wright,New Zealand,New Zealand to Fiji,Submarine  ,Unrest / Holocene,Unknown,-31.85,-179.18,-900,Subduction Zone / Oceanic Crust (< 15 km)
242005,Havre Seamount,New Zealand,New Zealand to Fiji,Submarine,Eruption Observed,2012 CE,-31.08,-179.033,-897,Subduction Zone / Oceanic Crust (< 15 km)
242010,Curtis Island,New Zealand,New Zealand to Fiji,Submarine,Unrest / Holocene,Unknown,-30.543,-178.556,47,Subduction Zone / Oceanic Crust (< 15 km)
242021,Macauley,New Zealand,New Zealand to Fiji,Caldera,Eruption Dated,4360 BCE,-30.21,-178.475,238,Subduction Zone / Oceanic Crust (< 15 km)
242022,Giggenbach,New Zealand,New Zealand to Fiji,Submarine,Unrest / Holocene,Unknown,-30.036,-178.712,-65,Subduction Zone / Oceanic Crust (< 15 km)
242030,Raoul Island,New Zealand,New Zealand to Fiji,Stratovolcano,Eruption Observed,2006 CE,-29.27,-177.92,516,Subduction Zone / Oceanic Crust (< 15 km)
242050,Monowai,New Zealand,New Zealand to Fiji,Submarine,Eruption Observed,2012 CE,-25.887,-177.188,-132,Subduction Zone / Oceanic Crust (< 15 km)
243001,Unnamed,Undersea Features,New Zealand to Fiji,Submarine,Unrest / Holocene,Unknown,-24.8,-177.02,-385,Subduction Zone / Oceanic Crust (< 15 km)
243010,Unnamed,Tonga,New Zealand to Fiji,Submarine,Eruption Observed,1932 CE,-21.38,-175.65,-500,Subduction Zone / Oceanic Crust (< 15 km)
243011,Unnamed,Tonga,New Zealand to Fiji,Submarine,Evidence Credible,Unknown,-21.15,-175.75,-65,Subduction Zone / Oceanic Crust (< 15 km)
243030,Unnamed,Tonga,New Zealand to Fiji,Submarine,Eruption Observed,1999 CE,-20.85,-175.53,-13,Subduction Zone / Oceanic Crust (< 15 km)
243040,Hunga Tonga-Hunga Ha'apai,Tonga,New Zealand to Fiji,Submarine,Eruption Observed,2015 CE,-20.536,-175.382,114,Subduction Zone / Oceanic Crust (< 15 km)
243050,Falcon Island,Tonga,New Zealand to Fiji,Submarine,Eruption Observed,1936 CE,-20.32,-175.42,-17,Subduction Zone / Oceanic Crust (< 15 km)
243060,Tofua,Tonga,New Zealand to Fiji,Caldera,Eruption Observed,2014 CE,-19.75,-175.07,515,Subduction Zone / Oceanic Crust (< 15 km)
243061,Kao,Tonga,New Zealand to Fiji,Stratovolcano,Evidence Credible,Unknown,-19.67,-175.03,1030,Subduction Zone / Oceanic Crust (< 15 km)
243070,Metis Shoal,Tonga,New Zealand to Fiji,Submarine,Eruption Observed,1995 CE,-19.18,-174.87,43,Subduction Zone / Oceanic Crust (< 15 km)
243080,Home Reef,Tonga,New Zealand to Fiji,Submarine,Eruption Observed,2006 CE,-18.992,-174.775,-10,Subduction Zone / Oceanic Crust (< 15 km)
243090,Late,Tonga,New Zealand to Fiji,Stratovolcano,Eruption Observed,1854 CE,-18.806,-174.65,540,Subduction Zone / Oceanic Crust (< 15 km)
243091,Unnamed,Tonga,New Zealand to Fiji,Submarine,Eruption Observed,2001 CE,-18.325,-174.365,-40,Subduction Zone / Oceanic Crust (< 15 km)
243100,Fonualei,Tonga,New Zealand to Fiji,Stratovolcano,Eruption Observed,1957 CE,-18.02,-174.325,180,Subduction Zone / Oceanic Crust (< 15 km)
243101,Tafahi,Tonga,New Zealand to Fiji,Stratovolcano,Evidence Uncertain,Unknown,-15.85,-173.72,560,Subduction Zone / Oceanic Crust (< 15 km)
243102,Curacoa,Tonga,New Zealand to Fiji,Submarine,Eruption Observed,1979 CE,-15.62,-173.67,-33,Subduction Zone / Oceanic Crust (< 15 km)
243110,Niuafo'ou,Tonga,New Zealand to Fiji,Shield,Eruption Observed,1985 CE,-15.6,-175.63,260,Subduction Zone / Oceanic Crust (< 15 km)
243111,Dugong,Tonga,New Zealand to Fiji,Submarine,Evidence Uncertain,Unknown,-15.431,-175.725,-1170,
243112,Lobster,Tonga,New Zealand to Fiji,Submarine,Evidence Uncertain,Unknown,-15.333,-176.283,-1500,
243120,Tafu-Maka,Tonga,New Zealand to Fiji,Submarine,Eruption Observed,2008 CE,-15.37,-174.23,-1400,Rift Zone / Oceanic Crust (< 15 km)
243130,West Mata,Tonga,New Zealand to Fiji,Submarine,Eruption Observed,2009 CE,-15.1,-173.75,-1174,Subduction Zone / Oceanic Crust (< 15 km)
243140,Niuatahi,Tonga,New Zealand to Fiji,Caldera,Unrest / Holocene,Unknown,-15.379,-174.003,-1270,Subduction Zone / Oceanic Crust (< 15 km)
244000,Vailulu'u,United States,New Zealand to Fiji,Submarine,Eruption Observed,2003 CE,-14.215,-169.058,-592,Subduction Zone / Oceanic Crust (< 15 km)
244001,Ta'u,United States,New Zealand to Fiji,Shield,Evidence Credible,Unknown,-14.23,-169.454,931,Subduction Zone / Oceanic Crust (< 15 km)
244010,Ofu-Olosega,United States,New Zealand to Fiji,Shield ,Eruption Observed,1866 CE,-14.175,-169.618,639,Subduction Zone / Oceanic Crust (< 15 km)
244020,Tutuila,United States,New Zealand to Fiji,Tuff cone ,Evidence Credible,Unknown,-14.295,-170.7,653,Subduction Zone / Oceanic Crust (< 15 km)
244030,Upolu,Samoa,New Zealand to Fiji,Shield,Evidence Credible,Unknown,-13.935,-171.72,1100,Subduction Zone / Oceanic Crust (< 15 km)
244040,Savai'i,Samoa,New Zealand to Fiji,Shield,Eruption Observed,1911 CE,-13.612,-172.525,1858,Subduction Zone / Oceanic Crust (< 15 km)
244050,Wallis Islands,France,New Zealand to Fiji,Shield ,Evidence Credible,Unknown,-13.3,-176.17,143,Subduction Zone / Oceanic Crust (< 15 km)
245010,Taveuni,Fiji,New Zealand to Fiji,Shield,Eruption Dated,1550 CE,-16.82,-179.97,1241,Subduction Zone / Crust Thickness Unknown
245020,Koro,Fiji,New Zealand to Fiji,Pyroclastic cone ,Evidence Uncertain,Unknown,-17.32,179.4,522,Subduction Zone / Crust Thickness Unknown
245030,Nabukelevu,Fiji,New Zealand to Fiji,Lava dome ,Eruption Dated,1660 CE,-19.12,177.98,805,Subduction Zone / Crust Thickness Unknown
250010,St. Andrew Strait,Papua New Guinea,Melanesia and Australia,Complex,Eruption Observed,1957 CE,-2.38,147.35,270,Subduction Zone / Oceanic Crust (< 15 km)
250020,Baluan,Papua New Guinea,Melanesia and Australia,Stratovolcano,Evidence Uncertain,Unknown,-2.57,147.28,254,Subduction Zone / Continental Crust (>25 km)
250030,Unnamed,Papua New Guinea,Melanesia and Australia,Submarine,Eruption Dated,1972 CE,-3.03,147.78,-1300,Rift Zone / Continental Crust (>25 km)
251001,Blup Blup,Papua New Guinea,Melanesia and Australia,Stratovolcano,Evidence Credible,Unknown,-3.507,144.605,402,Subduction Zone / Continental Crust (>25 km)
251002,Kadovar,Papua New Guinea,Melanesia and Australia,Stratovolcano,Evidence Credible,Unknown,-3.608,144.588,365,Subduction Zone / Continental Crust (>25 km)
251010,Bam,Papua New Guinea,Melanesia and Australia,Stratovolcano,Eruption Observed,1960 CE,-3.613,144.818,685,Subduction Zone / Continental Crust (>25 km)
251011,Boisa,Papua New Guinea,Melanesia and Australia,Stratovolcano,Evidence Uncertain,Unknown,-3.994,144.963,240,Subduction Zone / Continental Crust (>25 km)
251020,Manam,Papua New Guinea,Melanesia and Australia,Stratovolcano,Eruption Observed,2016 CE,-4.08,145.037,1807,Subduction Zone / Continental Crust (>25 km)
251030,Karkar,Papua New Guinea,Melanesia and Australia,Stratovolcano,Eruption Observed,2014 CE,-4.649,145.964,1839,Subduction Zone / Continental Crust (>25 km)
251041,Hankow Reef,Papua New Guinea,Melanesia and Australia,Submarine,Evidence Uncertain,Unknown,-4.883,146.717,-5,Subduction Zone / Continental Crust (>25 km)
251050,Long Island,Papua New Guinea,Melanesia and Australia,Complex,Eruption Observed,1993 CE,-5.358,147.12,1280,Subduction Zone / Continental Crust (>25 km)
251060,Umboi,Papua New Guinea,Melanesia and Australia,Complex,Evidence Credible,Unknown,-5.589,147.875,1548,Subduction Zone / Continental Crust (>25 km)
251070,Ritter Island,Papua New Guinea,Melanesia and Australia,Stratovolcano,Eruption Observed,2007 CE,-5.519,148.115,75,Subduction Zone / Continental Crust (>25 km)
251080,Sakar,Papua New Guinea,Melanesia and Australia,Stratovolcano,Evidence Uncertain,Unknown,-5.414,148.094,992,Subduction Zone / Continental Crust (>25 km)
252010,Langila,Papua New Guinea,Melanesia and Australia,Complex,Eruption Observed,2016 CE,-5.525,148.42,1330,Subduction Zone / Continental Crust (>25 km)
252021,Mundua,Papua New Guinea,Melanesia and Australia,Complex,Evidence Credible,Unknown,-4.63,149.35,179,Subduction Zone / Continental Crust (>25 km)
252030,Garove,Papua New Guinea,Melanesia and Australia,Stratovolcano,Evidence Credible,Unknown,-4.692,149.5,368,Subduction Zone / Oceanic Crust (< 15 km)
252040,Dakataua,Papua New Guinea,Melanesia and Australia,Caldera,Eruption Dated,1895 CE,-5.094,150.094,408,Subduction Zone / Continental Crust (>25 km)
252050,Bola,Papua New Guinea,Melanesia and Australia,Stratovolcano,Evidence Credible,Unknown,-5.141,150.038,1116,Subduction Zone / Continental Crust (>25 km)
252060,Garua Harbour,Papua New Guinea,Melanesia and Australia,Volcanic field,Evidence Uncertain,Unknown,-5.3,150.07,565,Subduction Zone / Continental Crust (>25 km)
252070,Krummel-Garbuna-Welcker,Papua New Guinea,Melanesia and Australia,Stratovolcano  ,Eruption Observed,2008 CE,-5.416,150.027,564,Subduction Zone / Continental Crust (>25 km)
252071,Lolo,Papua New Guinea,Melanesia and Australia,Stratovolcano,Evidence Uncertain,Unknown,-5.466,150.509,796,Subduction Zone / Continental Crust (>25 km)
252080,Witori,Papua New Guinea,Melanesia and Australia,Caldera,Eruption Observed,2012 CE,-5.576,150.516,724,Subduction Zone / Continental Crust (>25 km)
